Code,Short Name(In Chinese),Short Name,Full Name,Web Site,
600311,荣华实业,GSRH,"GANSU RONGHUA INDUSTRY GROUP CO.,LTD.",www.rong_hua.net,
600312,平高电气,HPEC,"Henan Pinggao Electric Co.,Ltd.",http://www.pinggao.com,
600313,农发种业,ZSIG,"ZHONGNONGFA  SEED  INDUSTRY  GROUP  CO., LTD.",www.znfzy.com,
600315,上海家化,shanghai jahwa,"SHANGHAI JAHWA UNITED CO., LTD",HTTP://WWW.JAHWA.COM.CN,
600316,洪都航空,HDAA,"JIANGXI HONGDU AVIATION INDUSTRY CO., LTD.",www.hongdu-aviation.com,
600317,营口港,YKPLC,"YINGKOU PORT LIABILITY CO.,LTD.",www.ykplc.com,
600318,新力金融,XLJR,"ANHUI XINLI FINANCE CO.,LTD.",-,
600319,亚星化学,YAXING CHEMICAL ,"WEIFANG YAXING CHEMICAL CO.,LTD.",HTTP://WWW.chinayaxing.com,
600320,振华重工,ZPMC,"SHANGHAI ZHENHUA HEAVY INDUSTRIES CO.,LTD.",http://www.zpmc.com/,
600321,*ST正源,Rightway Holdings,"Rightway Holdings Co.,Lt",http:// www.rightwayholdings.com.cn,
600322,天房发展,TJRD,"Tianjin Realty Development(Group) Co., Ltd.",www.tffzgroup.cn,
600323,瀚蓝环境,Grandblue ENV,Grandblue environment company limited ,http://www.grandblue.cn,
600325,华发股份,Huafa Industrial share,"Huafa Industrial Co.,LTD.Zhuhai",www.cnhuafas.com,
600326,西藏天路,TTC,"TIBET TIANLU CO., LTD.",http://www.xztianlu.com,
600327,大东方,CMC,"WUXI COMMERCIAL MANSION GRAND ORIENT CO.,LTD",www.eastall.com,
600328,兰太实业,LANTAI INDUSTRY ,"INNER MONGOLIA LANTAI INDUSTRIAL CO.,LTD",HTTP://WWW.lantaicn.com,
600329,中新药业,TZXP,TIANJIN ZHONGXIN PHARMACEUTICAL GROUP CORPORATION LIMITED,http://www.zhongxinyaoye.com,
600330,天通股份,TDG,"TDG HOLDING CO.,LTD.",www.tdgcore.com,
600331,宏达股份,"Hongda Co.,Ltd","SICHUAN  HONGDA CO.,LTD.",http://www.sichuanhongda.com/,
600332,白云山,GYBYS,Guangzhou Baiyunshan Pharmaceutical Holdings Company Limited,http://www.gybys.com.cn,
600333,长春燃气,-,"Changchun Gas Co.,Ltd",www.ccrq.com.cn,
600335,国机汽车,Sinomach Auto,"Sinomach Automobile Co., Ltd.",http://www.sinomach-auto.com/,
600336,澳柯玛,AUCMA,AUCMA COMPANY LIMITED,HTTP://WWW.AUCMA.COM.CN,
600337,美克家居,MIHF,"Markor International Home Furnishings Co., Ltd.",http://www.markorfurniture. com,
600338,西藏珠峰,TIBET SUMMIT,"TIBET SUMMIT RESOURCES CO., LTD.",http://www.xizangzhufeng.com/,
600339,中油工程,CPEC,"China Petroleum Engineering Co., Ltd.",www.cpec.com.cn,
600340,华夏幸福,CFLD,CHINA FORTUNE LAND DEVELOPMENT CO.，LTD.,www.cfldcn.com,
600343,航天动力,AEROSPACE POWER,"SHAANXI AEROSPACE POWER HI-TECH CO.,LTD",http://www.china-htdl.com,
600345,长江通信,YCIG,"Wuhan Yangtze Communication Industry Group Co.,Ltd",http://www.ycig.com,
600346,恒力股份,HLGF,"HENGLI PETROCHEMICAL CO.,LTD.",hengliinc.com ,
600348,阳泉煤业,YQMY,"YANG QUAN COAL INDUSTRY （GROUP） CO., LTD.",www.yqmy.cc,
600350,山东高速,SDHS,Shandong Hi-speed Company Limited,www.sdecl.com.cn,
600351,亚宝药业,YABAO PHAR,"YABAO PHARMACEUTICAL GROUP CO., LTD.",http://www.yabao.com.cn,
600352,浙江龙盛,Zhejiang Longsheng,"Zhejiang Longsheng Group Co.,ltd",http://www.longsheng.com,
600353,旭光股份,CDXG,"CHENGDU XUGUANG ELECTRONICS CO,.LTD",http://www.xuguang.com,
600354,敦煌种业,Dunhuang Seed ,"Gansu Dunhuang Seed Co.,Ltd.",http://www.dhseed.com,
600355,精伦电子,Routon,"Routon Electronic Co., Ltd.",http://www.routon.com,
600356,恒丰纸业,HENGFENG PAPER,"MUDANJIANG HENGFENG PAPER CO.,LTD.",http://www.hengfengpaper.com,
600358,国旅联合,CUTC,CHINA UNITED TRAVEL COMPANY LIMITED,www.cutc.com.cn,
600359,新农开发,XTAD,"Xinjiang Talimu Agriculture Development Co.,Ltd.",http：//www.xnkf.com,
600360,华微电子,Sino-Microelectronics,"JiLin Sino-Microelectronics Co.,Ltd",http://www.hwdz.com.cn,
600361,华联综超,BJHLHM,"BEIJINGHUALIAN  HYPERMARKET  CO.,LTD",-,
600362,江西铜业,JCCL,Jiangxi Copper Company Limited,www.jxcc.com,
600363,联创光电,Lianovation,"JIANXI LIANCHUANG OPTO-ELECTRONIC SCIENCE&TECHNOLOGY CO.,LTD",http://www.lianovation.com.cn/,
600365,通葡股份,THGW,"TONGHUA GRAPE WINE CO.,LTD.",http//www.tonhwa.com,
600366,宁波韵升,YUNSHENG,"NINGBO YUNSHENG  CO.,LTD.",http://www.yunsheng.com,
600367,红星发展,GZRS,"GUIZHOU REDSTAR DEVELOPING CO.,LTD.",http://www.hxfz.com.cn,
600368,五洲交通,WZJT,"GUANGXI WUZHOU COMMUNICATIONS CO.,LTD.",-,
600369,西南证券,SWSC,Southwest Securities Co.，Ltd.,www.swsc.com.cn,
600370,三房巷,SFX,"Jiangsu Sanfangxiang Industry Co.,Ltd.",www.jssfx.com,
600371,万向德农,"WanXiang Doneed Co.,Ltd.","WanXiang Doneed CO. ,LTD.",www.wxdoneed.com,
600372,中航电子,AVIC AVIONICS,"CHINA  AVIONICS SYSTEMS CO.,LTD.",-,
600373,中文传媒,Chinese Media,"CHINESE UNIVERSE PUBLISHING AND MEDIA GROUP CO., LTD.",http://www.600373.com.cn,
600375,华菱星马,HUALING XINGMA,"HUALING XINGMA AUTOMOBILE（GROUP）CO.,LTD.",www.camc.biz,
600376,首开股份,BCDC,"Beijing Capital Development,Co.,Ltd",http://www.shoukaigufen.com.cn,
600377,宁沪高速,Jiangsu Express,Jiangsu Expressway Company Limited,http://www.jsexpressway.com,
600378,天科股份,CTYC,"SICHUAN TIANYI SCIENCE & TECHNOLOGY  CO., LTD.",http://www.tianke.com,
600379,宝光股份,BVEA,"Shaanxi Baoguang Vacuum Electronic Apparatus Co.,Ltd.",http://www.baoguang.com.cn,
600380,健康元,Joincare,"Joincare Pharmaceutical Group Industry Co.,Ltd.",http://www.joincare.com,
600381,青海春天,QINGHAI SPRING ,"QINGHAI SPRING MEDICINAL RESOURCES TECHNOLOGY CO.,LTD",-,
600382,广东明珠,GDMZH,"Guangdong Mingzhu Group Co.,Ltd.",http://www.gdmzh.com,
600383,金地集团,Gemdale,Gemdale Corporation,www.gemdale.com,
600385,山东金泰,S D J T,"SHANDONG JINTAI GROUP CO., LTD",http://www.sdjintai.com.cn,
600386,北巴传媒,BJBASHI,"BEIJING BASHI MEDIA CO,.LTD",www.bbcm.com.cn,
600387,海越能源,HY Energy,"HY Energy Group Co.,Ltd",www.chinahaiyue.com,
600388,龙净环保,lk,"Fujian Longking Co.,LTD",HTTP://WWW.Longking.com.cn,
600389,江山股份,JSAC,"Nantong Jiangshan Agrochemical & Chemicals Co., Ltd.",http://www.jsac.com.cn,
600390,五矿资本,MINMETALS CAPITAL,MINMETALS CAPITAL COMPANY LIMITED,http://www.minfinance.com.cn/,
600391,航发科技,AECC AST,"AECC AERO SCIENCE AND TECHNOLOGY CO.,LTD.",http://ast.aecc.cn,
600392,盛和资源,SHRC,Shenghe Resources Holding Co. Ltd,http://www.scshre.com/,
600393,粤泰股份,GZYT,"GUANGZHOU YUETAI GROUP CO.,LTD.",http://www.gzytgf.com/,
600395,盘江股份,PJRC,"Guizhou Panjiang Refined Coal Co.,Ltd.",http://www.pjgf.cn/,
600396,金山股份,SHYJSHEN,"SHENYANG JINSHAN ENERGY CO., LTD",http：//www.600396.com,
600397,*ST安煤,ACIG,ANYUAN COAL INDUSTRY GROUP CO.，LTD.,http://www.anyuan2002.com,
600398,海澜之家,HLA,"HLA CORP., LTD.",http://www.hla.com    http://www.hla.com.cn,
600399,*ST抚钢,FSSS,"Fushun Special Steel Co.,LTD",HTTP://WWW.fs-ss.com,
600400,红豆股份, Hongdou Industrial,"Jiangsu Hongdou Industrial CO.,LTD",http：//www.hongdou.com.cn,
600403,大有能源,DAYOU ENERGY,"HENAN DAYOU ENERGY CO., LTD",www.hndayou.com.cn,
600405,动力源,DPC,"Beijing Dynamic Power Co., Ltd",http://www.dpc.com.cn,
600406,国电南瑞,NARI-TECH,"NARI Technology Co., Ltd.",www.naritech.cn,
600408,*ST安泰,ANTAI GROUP,"SHANXI ANTAI GROUP CO.,LTD.",www.antaigroup.com,
600409,三友化工,Sanyou Chemical ,"Tangshan Sanyou Chemical Industries Co.,Ltd",http://www.sanyou-chem.com.cn,
600410,华胜天成,Teamsun,"Beijing Teamsun Technology Co.,Ltd",www.teamsun.com.cn,
600415,小商品城,YIWU CCC,"ZheJiang China Commodities City Group Co.,Ltd.",http://www.cccgroup.com.cn,
600416,湘电股份,XEMC,"Xiangtan Electric Manufacturing Co., Ltd.",http://www.xemc.com.cn,
600418,江淮汽车,JAC,"Anhui Jianghuai Automobile Group Corp.,Ltd",www.jac.com.cn,
600419,天润乳业,-,"Xinjiang Tianrun Dairy Co., Ltd.",www.xjtrry.com,
600420,现代制药, SHYNDEC ,"SHANGHAI SHYNDEC PHARMACEUTICAL  CO., LTD.",www.shyndec.com,
600421,ST仰帆,YANGFANG HOLDING ,"HUBEI YANGFANG  HOLDING CO.,LTD. ",-,
600422,昆药集团,KPC,"KPC Pharmaceuticals, Inc.",HTTP://www.kpc.com.cn,
600423,*ST柳化,LZCIC,"Liuzhou Chemical Industry Co., LTD",www.lzhg.cn,
600425,青松建化,qscc,"XINJIANG QINGSONG BUILDING MATERIALS AND CHEMICALS (GROUP) CO., LTD.",www.xjqscc.com,
600426,华鲁恒升,HUALU-HENGSHENG ,SHANDONG HUALU-HENGSHENG CHEMICAL CO.，LTD,www.hl-hengsheng.com,
600428,中远海特,COSCOL,"COSCO SHIPPING Specialized Carriers Co., Ltd.",www.coscol.com.cn,
600429,三元股份,SANYUAN,"BEIJING SANYUAN FOODS CO.,LTD.",www.sanyuan.com.cn,
600433,冠豪高新,GH,"Guangdong Guanhao High-tech Co., Ltd",www.guanhao.com,
600435,北方导航,NNCC,"North Navigation Control Technology Co., Ltd.",www.bfdh.com.cn,
600436,片仔癀,PIEN TZE HUANG,"ZHANGZHOU PIENTZEHUANG PHARMACEUTICAL CO.,LTD.",www.zzpzh.com,
600438,通威股份,TONGWEI,"TONGWEI CO.,LTD",www.tongwei.com.cn,
600439,瑞贝卡,rebecca,"HENAN REBECCA HAIR PRODUCTS CO., LTD",htpp://www.rebecca.com.cn,
600444,国机通用,GUOTONG PP,"Sinomach General Machinery Science & Technology Co.,Ltd.",www.guotone.com,
600446,金证股份,KINGDOM,"SHENZHEN KINGDOM SCI-TECH CO., LTD",www.szkingdom.com,
600448,华纺股份,HUAFANG ,"HUAFANG CO.,LTD",www.hfgf.cn,
600449,宁夏建材,NXBM,"NINGXIA BUILDING MATERIALS GROUP Co.,Ltd",http://www.saimasy.com,
600452,涪陵电力,FULING POWER,"CHONGQING FULING ELECTRIC POWER INDUSTRIAL CO.,LTD.",www.flepc.com.cn,
600455,博通股份,But'one,"But'one Information Corporation, Xi'an",www.butone.com,
600456,宝钛股份,BAOTI,"BAOJI TITANIUM INDUSTRY CO., LTD",http://www.baoti.com,
600458,时代新材,TMT,"ZHUZHOU TIMES NEW MATERIALS TECHNOLOGY CO.,LTD.",http://www.trp.com.cn,
600459,贵研铂业,SPM,"SINO-PLATINUM METALS CO.,LTD",www.sino-platinum.com.cn,
600460,士兰微,Silan,"Hangzhou Silan Microelectronics Co.,Ltd.",www.silan.com.cn,
600461,洪城水业,HC WATERWORKS ,"JIANGXI HONGCHENG WATERWORKS CO.,LTD.",www.jxhcsy.com,
600462,ST九有,G.W,"Shenzhen Geoway Co.,Ltd",-,
600463,空港股份,Airport Corp,"Beijing Airport High-Tech Park Co.,Ltd.",www.600463.com.cn,
600466,蓝光发展,BRC,"SICHUAN LANGUANG DEVELOPMENT CO., LTD.",http://www.brc.com.cn,
600467,好当家,HOMEY,"SHANDONG  HOMEY  AQUATIC  DEVELOPMENT  CO.,LTD.",www.sdhaodangjia.com,
600468,百利电气,BENEFO,"TIANJIN BENEFO TEJING ELECTRIC CO.,LTD.",www.benefo.tj.cn,
600469,风神股份,Aeolus Tyre,"AEOLUS TYRE CO.,LTD",www.aeolustyre.com,
600470,六国化工,Liuguo Chemical ,"Anhui Liuguo Chemical Co.,Ltd.",www.liuguo.com,
600475,华光股份,WHBC,"Wuxi Huaguang Boiler Co.,Ltd.",www.wxboiler.com,
600476,湘邮科技,copote,"Hunan  Copote  Science&Technology  Co.,Ltd.",www.copote.com.cn,
600477,杭萧钢构,HXSS,"HANGXIAO STEEL STRUCTURE CO.,LTD",www.hxss.com.cn,
600478,科力远,CORUN,HUNAN  CORUN  NEW  ENERGY  CO.，LTD.,WWW.corun.COM,
600479,千金药业,QianJin Pharmaceutical ,"ZhuZhou QianJin Pharmaceutical Co., Ltd.",www.qjyy.com,
600480,凌云股份,LINGYUN CORPORATION,LINGYUN  INDUSTRIAL  CORPORATION  LIMITED,www.lingyun.com.cn,
600481,双良节能,SEES,"Shuangliang Eco-Energy Systems Co.,Ltd",www.shuangliang.com,
600482,中国动力,"CSICPCo.,Ltd","China Shipbuilding Industry Group Power Co., Ltd.",http://www.china-csicpower.com.cn,
600483,福能股份,FUNENG CO.，LTD,FUJIAN FUNENG CO.，LTD,http://www.fjec.com.cn,
600485,信威集团,XINWEI GROUP,"Beijing Xinwei Technology Group Co., Ltd.",www.xinweigroup.com.cn,
600486,扬农化工,Yangnong Chemical,"Jiangsu Yangnong Chemical Co.,Ltd.",www.yngf.com,
600487,亨通光电,HTGD,"Hengtong Optic-Electric Co.,Ltd.",www.htgd.com.cn,
600488,天药股份,TJPC,"Tianjin Tianyao Pharmaceutical Co., Ltd.",www.kingyork.biz/tianyaoyaoye,
600489,中金黄金,ZHONGJIN GOLD,ZHONGJIN GOLD CORPORATION LIMITED,www.zjgold.com,
600490,鹏欣资源,Pengxin Mining,"Pengxin International Mining Co.,Ltd",http://www.pengxinzy.com.cn,
600491,龙元建设,LYCG,"LONG YUAN CONSTRUCTION GUOUP CO.,LTD",www.lycg.com.cn,
600493,凤竹纺织,fzfz,fujian fynex textile science & technology co.，ltd.,www.fynex.com.cn,
600495,晋西车轴,JINXI AXLE,JINXI AXLE COMPANY LIMITED,http://www.jinxiaxle.com.cn,
600496,精工钢构,cjjg,"changjiang & jinggong steel building (group) co.,ltd",www.600496.com,
600497,驰宏锌锗,Ch Zn&Ge,"Yunnan Chihong Zinc&Germanium Co.,Ltd.",http://www.chxz.com,
600498,烽火通信,FiberHome,"Fiberhome Telecommunication Technologies Co.,Ltd.",http://www.fiberhome.com,
600499,科达洁能,KEDA,"Keda Clean Energy Co., Ltd.",www.kedachina.com.cn,
600500,中化国际,SINOCHEM INTERNATIONAL,SINOCHEM INTERNATIONAL CORPORATION,http://www.sinochemintl.com,
600501,航天晨光,Aerosun,Aerosun Corporation,http://www.aerosun.cn,
600502,安徽水利,AWRD,"Anhui Water Resources Development Co.,Ltd.",www.cahsl.com,
600503,华丽家族,Deluxe Family,"Deluxe Family Co., Ltd.",www.deluxe-family.com,
600505,西昌电力,XCEP,"Sichuan Xichang Electric Power Co.,Ltd",www.scxcdl.com,
600506,香梨股份,XLGF,"XIN JINAG KORLA PEAR CO.,LTD",www.xjxlgf.com.cn,
600507,方大特钢,FangDa S.Steel,"FANGDA SPECIAL STEEL TECHNOLOGY CO., LTD",www.fangda-speciaisteels.com,
600508,上海能源,SHANGHAI  ENERGY,"SHANGHAI DATUN ENERGY RESOURSES CO.,LTD.",http://www.sdtny.com,
600509,天富能源,TFNY,"XINJIANG TIANFU ENERGY CO.,LTD",www.tfrd.com.cn,
600510,黑牡丹,BLACK PEONY,"BLACK PEONY (GROUP) CO., LTD.",www.blackpeony.com,
600511,国药股份,SINOPHARM CNMC,China National Medicines Corporation Ltd.,www.cncm.com.cn,
600512,腾达建设,TENGDA  CONST.,"Tengda Construction Group Co.,Ltd.",www.tengdajs.com,
600513,联环药业,LHPHARMA,"Jiangsu Lianhuan Pharmaceutical Co., Ltd.",http://www.lhpharma.com,
600515,海航基础,HNA Infrastructure ,"HNA Infrastructure Investment Group Co., LTD",http://www.hnainfrastructure.com,
600516,方大炭素,FangDa Carbon,"FangDa Carbon New Material CO.,LTD",www.fdtsgs.com,
600517,置信电气,ZXDQ,"Shanghai Zhixin Electric Co.,ltd",www.zhixindianqi.com.cn,
600518,康美药业,KMYY,"Kangmei Pharmaceutical Co., Ltd",HTTP://WWW.KANGMEI.COM.CN,
600519,贵州茅台,KWEICHOW MOUTAI,"KWEICHOW MOUTAI CO.,LTD.",http://www.moutaichina.com,
600520,文一科技,WenYi Technology,WenYi Trinity Technology Co.，Ltd,www.chinatrinity.com,
600521,华海药业,huahaipharm,"Zhejiang Huahai Pharmaceutical Co.,LTD.",http://www.huahaipharm.com,
600522,中天科技,ZTT,"JIANGSU ZHONGTIAN TECHNOLOGY CO.,LTD.",www.chinaztt.com,
600523,贵航股份,GACO,"GUIZHOU GUIHANG AOTOMOTIVE COMPONENTS CO., LTD",http://www.gzghgf.com/,
600525,长园集团,CYG,CHANGYUAN GROUP LTD.,www.cyg.com,
600526,菲达环保,FEIDA ENVIRO,"ZHEJIANG FEIDA ENVIRONMENTAL SCIENCE &TECHNOLOGY CO.,LTD.",www.feida.biz,
600527,江南高纤,JNGX,"Jiangsu Jiangnan High Polymer Fiber CO.,Ltd",www.jngx.cn,
600528,中铁工业,CRHIC,China Railway Hi-tech Industry Corporation Limited,www.crhic.cn,
600529,山东药玻,SDPG,"SHANDONG PHARMACEUTICAL GLASS CO.,LTD",www.pharmglass.com,
600530,交大昂立,JIAODA ONLLY,"SHANGHAI JIAODA ONLLY CO.,LTD",HTTP://WWW.onlly.com.cn,
600531,豫光金铅,YGGL,HENAN YUGUANG GOLD&LEAD CO.，LTD,www.yggf.com.cn,
600532,宏达矿业,SHANGHAI MINING,"SHANGHAI HONGDA MINING CO.,LTD",http://www.hdky600532.com,
600533,栖霞建设,CHIXIA DEVELOPMENT ,"NANJING CHIXIA DEVELOPMENT CO., LTD.",www.chixia.com,
600535,天士力,Tasly,"Tasly Pharmaceutica Group CO., LTD.",www.tasly.com,
600536,中国软件,CHINASOFT,CHINA NATIONAL SOFTWARE & SERVICE COMPANY LIMITED,www.css.com.cn,
600537,亿晶光电,EGING PV,"EGing Photovoltaic Technology Co., Ltd.",www.egingpv.com,
600538,国发股份,Gofar Stock,"Beihai Gofar Marine Biological Industry Co., Ltd.",www.gofar.com.cn,
600539,*ST狮头,LIONHEAD,"Taiyuan Lionhead Cement Co.,Ltd.",www.lionhead.com.cn,
600540,新赛股份,XINSAI CO.，LTD,"XINJIANG SAYRAM MODERN AGRICULTURE CO.,LTD.",http://www.xinsai.com,
600543,莫高股份,GSMG,"GANSU MOGAO INDUSTRIAL DEVELOPMENT CO.,LTD.",www.mogao.com,
600545,卓郎智能,SAURER,"SAURER INTELLIGENT TECHNOLOGY CO., LTD.",www.saurer.com,
600546,山煤国际,SCIE,"Shanxi Coal International Energy Group Co.,LTD",http://www.smgjny.com,
600547,山东黄金,sd-gold,"SHANDONG GOLD MINING CO.,LTD.",http://www.sdhjgf.com.cn,
600548,深高速,szew,"SHENZHEN EXPRESSWAY CO., LTD.",www.sz-expressway.com,
600549,厦门钨业,XTC,XIAMEN TUNGSTEN CORP.,WWW.CXTC.COM,
600550,保变电气,-,"BAODING TIANWEI BAOBIAN ELECTRIC CO.,LTD",http://www.twbb.com,
600551,时代出版,Time Publishing,"Time Publishing & Media CO., LTD.",www.press-mart.com,
600552,凯盛科技,TSTC,"TRIUMPH SCIENCE & TECHNOLOGY CO., LTD",http://www.triumphltd.cn,
600555,海航创新,HNA INNOVATION,"HNA INNOVATION CO.,LTD.",www.ninedragon.com.cn,
600556,ST慧球,FUTURE TECHNOLOGY,"GUANGXI  FUTURE TECHNOLOGY CO., LTD.",www.bsyy.com.cn,
600557,康缘药业,Kanion Pharmaceutical,"Jiangsu Kanion Pharmaceutical Co.,Ltd.",www.kanion.com,
600558,大西洋,ATLANTIC,"ATLANTIC CHINA WELDING CONSUMABLES,INC.",http://www.weldatlantic.com,
600559,老白干酒,lao bai gan jiu,HEBEI HENGSHUI LAOBAIGAN LIQUOR CO.，LTD.,www.hengshuilaobaigan.net,
600560,金自天正,AriTime,"Beijing AriTime Intelligent Control Co., Ltd.",www.aritime.com,
600561,江西长运,Jiangxi Changyun,"Jiangxi Changyun Co., Ltd.",www.jxcy.com.cn,
600562,国睿科技,GLARUNTECH,GLARUN TECHNOLOGY CO．，LTD．,www.glaruntech.com,
600563,法拉电子,Faratronic,"Xiamen Faratronic Co.,LTD.",www.faratronic.com.cn,
600565,迪马股份,DIMA,"CHONGQING DIMA INDUSTRY CO.,LTD",www.dongyuan.dongyin.com,
600566,济川药业,JUMPCAN,"HUBEI JUMPCAN PHARMACEUTICAL CO., LTD.",http://www.jumpcan.com,
600567,山鹰纸业,SHANYING PAPER,"SHANYING INTERNATIONAL HOLDINGS CO.,LTD.",www.shanyingpaper.com,
600568,中珠医疗,ZZYL,"ZHONGZHU HEALTHCARE  HOLDING CO.,LTD",www.zz600568.com,
600569,安阳钢铁,AYIS,"AnYang lron And Steel Co.,Ltd",http://www.aysteel.com.cn,
600570,恒生电子,HUNDSUN,HUNDSUN TECHNOLOGIES INC.,www.hundsun.com,
600571,信雅达,Sunyard,"Sunyard System Engineering Co.,Ltd.",http://www.sunyard.com,
600572,康恩贝,CONBA,"ZHEJIANG CONBA PHARMACEUTICAL CO.,LTD.",http://www.conbagroup.com,
600573,惠泉啤酒,HuiQuan Beer ,"FuJian YanJing HuiQuan Brewery Co.,Ltd",Http://www.huiquan-beer.com,
600575,皖江物流,Wanjiang Logistics,"Anhui Wanjiang Logistics (Group) Co.,Ltd",http//:www.whpstc.com.cn,
600576,祥源文化,Sunriver Culture,"Zhejiang Sunriver Culture CO.,LTD",http://www.600576.com,
600577,精达股份,TJSMW,"TONGLING JINGDA SPECIAL MAGNET WIRE CO.,LTD.",www.jingda.cn,
600578,京能电力,BJP,"BEIJING JINGNENG POWER CO.,LTD.",www.jingnengpower.com,
600579,天华院,THI,Qingdao  Tianhua  Institute  Of  Chemistry   Engineering  Company  Limited,http://www.thy.chemchina.com,
600580,卧龙电驱,WOLONG ELECTRIC ,WOLONG ELECTRIC GROUP CO.，LTD.,www.wolong.com.cn,
600581,八一钢铁,BYIS,"XinJiang Ba Yi Iron & Steel Co., Ltd",http://www.bygt.com.cn,
600582,天地科技,TDTEC,"Tiandi Science & Technology Co.,LTD",http://www.tdtec.com,
600583,海油工程,COOEC,"OFFSHORE OIL ENGINEERING CO., LTD.",www.cnoocengineering.com,
600584,长电科技,JCET,"Jiangsu Changjiang Electronics Technology Co., Ltd.",http://www.cj-elec.com,
600585,海螺水泥,ACC,Anhui Conch Cement Company Limited,www.conch.cn,
600586,金晶科技,jjkj,"Shandong Jinjing Science & Technology Co.,Ltd",www.cnggg.cn,
600587,新华医疗,SHINVA,"SHINVA MEDICAL INSTRUMENT CO, LTD",www.shinva.com,
600588,用友网络,Yonyou,"Yonyou Network Technology Co., Ltd.",http://www.yonyou.com,
600589,广东榕泰,GDRT,"GUANGDONG RONGTAI INDUSTRY CO.,LTD",HTTP://WWW.GDRONGTAI.CN,
600590,泰豪科技,TELLHOW,"TELLHOW SCI-TECH CO.,LTD.",www.tellhow.com,
600592,龙溪股份,LS BEARINGS,"FUJIAN LONGXI BEARING （GROUP）CO.,LTD.",www.ls.com.cn,
600593,大连圣亚,sunasia,"Dalian Sunaisa Tourism Holdings Co.,Ltd",www.sunasia.com,
600594,益佰制药,YiBai Pharmaceutical,"GuiZhou YiBai Pharmaceutical Co., Ltd.",www.gzcci.com,
600595,中孚实业,-,"Henan Zhongfu Industry Co.,Ltd",www.zfsy.com.cn,
600596,新安股份,XACIG,"ZHEJIANG XINAN CHEMICAL INDUSTRIAL GROUP CO.,LTD",www.wynca.com,
600597,光明乳业,BRIGHT DAIRY,"BRIGHT DAIRY & FOOD CO.,LTD",http://www.brightdairy.com,
600598,北大荒,hacl,heilongjiang agriclture company limited,www.hacl.cn,
600599,熊猫金控,PANDA FINANCIAL,"PANDA FINANCIAL HOLDING CORP., LTD.",www.600599.com.cn,
600600,青岛啤酒,TSINGTAO BREWERY ,TSINGTAO BREWERY COMPANY LIMITED,www.tsingtao.com.cn,
600601,方正科技,FOUNDERTECH,"FOUNDER TECHNOLOGY GROUP CO., LTD.",http://www.foundertech.com,
600602,云赛智联,INESA-IT,INESA Intelligent Tech Inc.,www.inesa-it.com,
600603,广汇物流,GHWL,GUANGHUI LOGISTICS CO.，LTD,www.chinaghwl.com,
600604,市北高新,SHIBEI HI-TECH,"SHANGHAI SHIBEI HI-TECH CO.,LTD.",www.shibeiht.com,
600605,汇通能源,HUITONG ENERGY,"SHANGHAI HUITONG ENERGY CO.,LTD.",http://www.huitongenergy.com,
600606,绿地控股,-,Greenland Holdings Corporation Limited,www.ldjt.com.cn,
600608,ST沪科,SBT,"SHANGHAI BROADBAND TECHNOLOGY CO.,LTD.",www.600608.net,
600609,金杯汽车,SJA,SHENYANG JINBEI AUTOMOTIVE COMPANY LIMTED,-,
600610,*ST毅达,ZYD,"Shang Hai Zhong Yi Da Co.,Ltd",http://www.600610.com.cn,
600611,大众交通,DZT,"DAZHONG TRANSPORTATION（GROUP）CO.,LTD.",WWW.96822.COM,
600612,老凤祥,L.F.X,"LAO FENG XIANG CO.,LTD.",http://www.chinafirstpencil.com/,
600613,神奇制药,Shenqi Pharmaceutical,"Shanghai Shenqi Pharmaceutical Investment Management Co., Ltd.",：http://www.gzsq.com,
600614,鹏起科技,"PENGQI CO.,LTD","PENGQI TECHNOLOGY DEVELOPMENT  CO.,LTD",http://www.600614.com/,
600615,丰华股份,SFH,"SHANGHAI FENGHWA GROUP CO.,LTD",http://www.fenghwa.sh.cn,
600616,金枫酒业,SJW,SHANGHAI JINFENG WINE COMPANY LIMITED,http://www.jinfengwine.com,
600617,国新能源,GX ENERGY,SHANXI GUOXIN ENERGY CORPORATION LIMITED,-,
600618,氯碱化工,SCAC,"SHANGHAI CHLOR-ALKALI CHEMICAL CO.,LTD.",http://www.scacc.com,
600619,海立股份,HIGHLY GROUP,"SHANGHAI HIGHLY(GROUP) CO.,LTD.",http://www.highly.cc,
600620,天宸股份,SHSTC,"SHANGHAI TIANCHEN CO.,LTD.",http://www.shstc.com,
600621,华鑫股份,SHCF,"SHANGHAI CHINAFORTUNE CO., LTD",www.shchinafortune.com,
600622,光大嘉宝,EBJB,"Everbright Jiabao Co.,Ltd",http：//www.jbjt.com,
600623,华谊集团,-,SHANGHAI HUAYI GROUP CORPORATION  LTD.,-,
600624,复旦复华,FUDAN FORWARD,"SHANGHAI FUDAN  FORWARD S&T CO., LTD",http：//www. forwardgroup. com,
600626,申达股份,SD,"Shanghai Shenda Co.,Ltd.",http://www.sh-shenda.com,
600628,新世界,SNW,"SHANGHAI NEW WORLD CO.,LTD.",http://www.newworld-china.com,
600629,华建集团,Arcplus,Arcplus Group PLC,www.arcplus.com.cn,
600630,龙头股份,SHD,SHANGHAI DRAGON CORPORATION,HTTP://www.shanghaidragon.com.cn,
600633,浙数文化,ZDDC,"Zhejiang Daily Digital Culture Group Co.,Ltd.",www.600633.cn,
